SUBJECT_EN,TERM_EN,TERM_EN_PARAMETER,ABBREVIATION_EN,ABBREVIATION_EN_PARAMETER,SYNONYMS_EN,SYNONYMS_EN_PARAMETERS,TEXTUAL_SUPPORT_1_EN,TEXTUAL_SUPPORT_2_EN,TEXTUAL_SUPPORT_3_EN,DOMAINE_FR,TERME_FR,TERME_FR_PARAMETRE,ABBREVIATION_FR,ABBREVIATION_FR_PARAMETRE,SYNONYMES_FR,SYNONYMES_FR_PARAMETRE,JUSTIFICATION_1_FR,JUSTIFICATION_2_FR,JUSTIFICATION_3_FR,UNIVERSAL_ENTRIES,DOM_SUBJ_ES,TERME_TERM_ES,TERME_TERM_PARAM_ES,ABBR_ES,ABBR_PARAM_ES,SYNO_ES,SYNO_PARAM_ES,JUST_TEXTSUPP_1_ES,JUST_TEXTSUPP_2_ES,JUST_TEXTSUPP_3_ES,DOM_SUBJ_PT,TERME_TERM_PT,TERME_TERM_PARAM_PT,ABBR_PT,ABBR_PARAM_PT,SYNO_PT,SYNO_PARAM_PT,JUST_TEXTSUPP_1_PT,JUST_TEXTSUPP_2_PT,JUST_TEXTSUPP_3_PT
Boxing,jab,"correct,noun",,,,,"DEF: Short straight boxing punch delivered with the leading hand.",,,Boxe,jab,"correct,anglicism,masculine noun",,,,,"DEF: Coup de poing exécuté à grande vitesse servant à déséquilibrer l'adversaire dans le but de l'exposer à une série de coups plus efficaces.","CONT: Le jab est le coup le plus important en boxe. Il est à la fois une arme offensive et défensive. Le jab prépare, facilite l'envoie de crochet et de direct en combinaison.","OBS: Le terme «jab» est un emprunt de l'anglais. Ne pas confondre le jab du gauche avec le terme «direct du gauche» qui ne s'utilise que dans le cas d'un direct donné par un gaucher.",,Boxeo,"golpe corto","correct,masculine noun",,,corto;jab,"correct,masculine noun;avoid,anglicism,masculine noun","DEF: Golpe rápido y derecho.",,,,,,,,,,,,
Boxing,block,noun,,,,,,,,Boxe,parade,"feminine noun",,,,,,,,,Boxeo,parada,"correct,feminine noun",,,,,,,,Boxe,bloqueio,"correct,masculine noun",,,,,"OBS: Um jogador também precisa saber qual técnica de bloqueio usar, dependendo da posição e do movimento do atacante.",,
Boxing,"head blow",correct,,,,,,,,Boxe,"coup à la tête","correct,masculine noun",,,,,,,,,Boxeo,"golpe a la cabeza","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"World Boxing Association",correct,WBA,correct,"National Boxing Association","former designation,correct",,,,Boxe,"World Boxing Association","correct,feminine noun",WBA,"correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,ropes,correct,,,,,,,,Boxe,cordes,"correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,cut,"correct,noun",,,,,"OBS: Rules/refereeing.",,,Boxe,coupure,"correct,feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,Boxeo,cortadura,"correct,feminine noun",,,,,,,,,,,,,,,,,
Boxing,parry,verb,,,,,,,,Boxe,parer,,,,,,,,,,Boxeo,parar,correct,,,rechazar,correct,,,,,,,,,,,,,
Boxing,"round girl",,,,"round boy;round person",,"DEF: A person, usually a good-looking blond girl, which announces the coming round by parading inside the ring a big poster with the number of the round on it.",,,Boxe,"afficheuse de ronde","proposal,feminine noun",,,"afficheur de ronde","proposal,masculine noun","DEF: Personne, habituellement une jolie jeune fille, blonde si on le peut, qui promène le long des câbles, pour être bien vue de la foule, une affiche portant le numéro de la ronde à venir; elle s'exécute durant la minute de repos accordée aux boxeurs entre les rondes.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"strike out right and left",verb,,,,,,,,Boxe,"frapper de droite à gauche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"right-hand blow",correct,,,"right-hand punch",correct,"DEF: A hit given by a boxer to an opponent using his right fist.","OBS: Also said """"a right.""""",,Boxe,droite,"correct,feminine noun",,,"coup de la droite","correct,see observation,masculine noun","DEF: Coup du poing droit donné à l'adversaire par un boxeur.","OBS: On n'utilise plus «coup du droit» pour signifier «coup du poing droit».",,,Boxeo,"golpe de la derecha","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"kickboxing trainer",correct,,,,,,,,Boxe,"entraîneur de kickboxing","correct,masculine noun",,,"entraîneuse de kickboxing","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"knock out","correct,verb",,,,,"OBS: Rules/refereeing.",,,Boxe,"mettre hors de combat",correct,,,"mettre KO",correct,"CONT: Vous pouvez utiliser les zones cibles pour fatiguer votre adversaire plus rapidement, essayer de le mettre KO, ou tenter d'aggraver ses blessures au visage.","OBS: Règlement/arbitrage.",,,Boxeo,noquear,correct,,,,,"DEF: Dejar al adversario fuera de combate.",,,Boxe,"por fora de combate",correct,,,,,"CONT: Zab Judah, mostrou como sempre um poder impressionante nos punhos e manteve sua coroa na categoria super meio-médio, ao vencer por fora de combate no primeiro assalto o colombiano Jaime Rangel.","OBS: Se um Boxador é derrubado e incapaz de retomar o combate durante a contagem até dez (10) segundos, o seu adversário é declarado vencedor, pois  se determina que tenha sido uma vitória por fora de combate ou knock-out.",
Boxing,duck,"correct,verb",,,,,"PHR: Duck below the belt of the opponent.",,,Boxe,"baisser la tête",correct,,,,,"PHR: Baisser la tête sous la ceinture de l'adversaire.",,,,Boxeo,"bajar la cabeza",correct,,,,,"PHR: Bajar la cabeza por debajo de la cintura del adversario.",,,,,,,,,,,,
Boxing,"throttle the opponent",correct,,,,,"OBS: Rules/refereeing.",,,Boxe,"serrer l'adversaire à la gorge",correct,,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,ducking,correct,,,,,"CONT: Ducking is dropping the body forward under hooks and swings to the head. It is used as a means of escaping blows allowing the boxer to remain in range for a counter-attack...","OBS: Excerpt from Boxing by Edwin L. Haislet, pp. 49-50.",,Boxe,"esquive rotative","correct,feminine noun",,,,,"DEF: [...] esquive particulière qui consiste à se baisser pour éviter un crocher (mouvement circulaire du bras), puis à glisser le buste dans le sens contraire du mouvement du bras de l'adversaire et à se redresser ensuite, du côté extérieur du bras de l'adversaire, du côté qui est donc «découvert».","CONT: Un simple déplacement latéral de la tête qui évite un direct constitue une esquive. On notera surtout les retraits du buste, les pas en arrière qui augmentent subitement la distance avec l'adversaire. Ou bien encore l'esquive rotative effectuée par la tête et le buste évoluant en arc de cercle au-dessous des coups adverses.",,,,,,,,,,,,,,,,,,,,,,
Boxing,"roundhouse right",,,,,,,,,Boxe,"moulinet de la droite","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,slam-bang-and-outer,,,,,,,,,Boxe,"boxeur toujours victorieux","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,swerving,,,,,,,,,Boxe,"esquive rotative",,,,,,"OBS: Langen,boxe,127cp/11.74.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,oner,,,,,,,,,Boxe,"spécialiste des victoires en une ronde","masculine and feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"Arab Boxing Confederation",correct,,,,,,,,Boxe,"Arab Boxing Confederation","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"shifty boxer",,,,,,,,,Boxe,"boxeur aux tactiques variables","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"left-hand stance",,,,,,,,,Boxe,"garde à gauche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"World Amateur Boxing Championships",correct,,,,,,,,Boxe,"Championnat du monde de boxe amateur",correct,,,,,"OBS: Renseignement obtenu de l'Association canadienne de boxe amateur.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"desperate fight",,,,,,,,,Boxe,"rencontre désespérée","feminine noun",,,"combat acharné;lutte désespérée","masculine noun;feminine noun",,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"give-and-take session",,,,,,,,,Boxe,"échange continuel de coups","masculine noun",,,"combat bien équilibré","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"win on points","correct,noun",,,,,,,,Boxe,"victoire aux points","correct,feminine noun",,,,,,,,,Boxeo,"victoria por puntos","correct,feminine noun",,,,,,,,,,,,,,,,,
Boxing,ten-rounder,"correct,see observation,noun",,,10-rounder;tenner,"correct,see observation,noun;noun","DEF: A boxing match lasting ten rounds.","OBS: rounder: A boxing match whose number of rounds is specified as in """"a 10-rounder"""" or """"a ten-rounder"""".",,Boxe,"combat de dix rounds","correct,see observation,masculine noun",,,"combat de 10 rounds","correct,see observation,masculine noun","DEF: Rencontre entre deux boxeurs prévue pour durer dix (10) rounds.","OBS: Un «round» est le nom donné à chacune des reprises dans un match de boxe; le terme est accepté et n'est pas un anglicisme à devoir remplacer par «ronde».",,,,,,,,,,,,,,,,,,,,,,
Boxing,down,"correct,adjective",,,,,"OBS: Rules/refereeing.",,,Boxe,"à terre","correct,adjective phrase",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,corner,correct,,,,,"OBS: Rules/refereeing.",,,Boxe,coin,"correct,masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,Boxeo,rincón,"correct,masculine noun",,,esquina,"correct,feminine noun",,,,,,,,,,,,,
Boxing,"neutral corner",correct,,,,,"OBS: Rules/refereeing.",,,Boxe,"coin neutre","correct,masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,Boxeo,"rincón neutral","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"correct blow",correct,,,"clean punch",correct,"OBS: Rules/refereeing.",,,Boxe,"coup régulier","correct,masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"swivel chair",correct,,,"swivelling seat",correct,,,,Boxe,"siège pivotant","correct,masculine noun",,,,,,,,,Boxeo,"asiento giratorio","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"boxing conditioning",,,,,,,,,Boxe,"conditionnement physique pour la boxe","proposal,masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"professional boxer",correct,,,,,"OBS: In the National Occupational Classification (NOC), an official occupational title in Group 5251 - Athletes.",,,Boxe,"boxeur professionnel","correct,masculine noun",,,"boxeuse professionnelle","correct,feminine noun","OBS: Dans la Classification nationale des professions (CNP), titre de profession officiel dans le Groupe 5251 - Athlètes.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,boxer,correct,,,pugilist;pug,"correct;noun,familiar","DEF: A person who fights with his fists, usually in padded gloves and according to special rules.","OBS: pugilist: term used especially in contexts referring to boxing as a professional sport.",,Boxe,boxeur,"correct,masculine noun",,,boxeuse;pugiliste,"correct,see observation,feminine noun,rare;see observation,masculine noun","DEF: Personne qui pratique la boxe.","OBS: boxeuse : Selon le Petit Robert (1995), le terme «boxeuse» est rarement employé.","OBS: pugiliste : terme littéraire.",,Boxeo,boxeador,"correct,masculine noun",,,boxeadora;pugilista;púgil,"correct,feminine noun;correct,common gender;correct,common gender","DEF: [Persona que practica el] deporte que consiste en la lucha [contra un adversario], con las manos enfundadas en guantes especiales y de conformidad con ciertas reglas.",,,,,,,,,,,,
Boxing,"Boxing New Brunswick Boxe",correct,,,"Boxing New-Brunswick Inc.;Boxing NB Boxe;New Brunswick Amateur Boxing Association","correct;correct;former designation,correct","OBS: NB: New Brunswick.","OBS: The title """"New Brunswick Amateur Boxing Association"""" was replaced by """"Boxing New-Brunswick Inc."""" in September 2009.","OBS: Boxing New Brunswick Boxe; Boxing NB Boxe: applied titles.",Boxe,"Boxing New Brunswick Boxe",correct,,,"Boxe Nouveau-Brunswick Inc.;Association de boxe amateur du Nouveau Brunswick","correct;former designation,correct,feminine noun","OBS: Le titre «Association de boxe amateur du Nouveau Brunswick» a été remplacé par «Boxe Nouveau-Brunswick Inc.» en septembre 2009.","OBS: Boxing New Brunswick Boxe :  titre d'usage.","OBS: Boxe Nouveau-Brunswick Inc. : appellation légale.",,,,,,,,,,,,,,,,,,,,,
Boxing,"boxing glove",correct,,,,,,,,Boxe,"gant de boxe","correct,masculine noun",,,,,,,,,Boxeo,"guante de boxeo","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"reaction bag",,,,,,,,,Boxe,"ballon exerciseur de réactions","proposal,masculine noun",,,,,"DEF: Ballon qui sert à exercer la capacité de réaction du boxeur (par opposition au """"speed bag"""", qui sert à exercer sa vitesse, et au """"heavy bag"""", qui sert à exercer sa force).",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"Prince George Boxing and Wrestling Commission","correct,British Columbia",,,,,"OBS: Organization which is established in Prince George, British Columbia.",,,Boxe,"Prince George Boxing and Wrestling Commission","correct,feminine noun,British Columbia",,,,,"OBS: Organisme établi à Prince George (Colombie-Britannique).",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"target area",correct,,,,,,,,Boxe,"surface de frappe permise","feminine noun",,,,,,,,,Boxeo,"superficie permitida para golpear","correct,feminine noun",,,,,,,,,,,,,,,,,
Boxing,"fist position",,,,,,,,,Boxe,"position du point","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,"illegal blow",,,,,,,,,Boxe,"coup interdit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,ring-keeper,,,,,,,,,Boxe,"maître de combat","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,prize-fight,,,,,,,,,Boxe,"combat de pugilistes","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,knockout,"correct,noun",KO,"correct,noun",knock-out;KAYO;kayo,"correct,noun;correct;correct","DEF: The termination of a boxing match when one boxer has been knocked down and is unable to rise and resume boxing within a specified time.","CONT: If, as a result of being hit, a boxer touches the floor with any part of his body other than his feet, he is considered down. If the boxer remains down for a count of 10 seconds, the opponent wins by knockout.",,Boxe,"mise hors de combat","correct,feminine noun",,,"knock out;knock-out;knockout","correct,masculine noun,invariable;correct,masculine noun,invariable;correct,masculine noun,invariable","CONT: Si, après avoir été frappé, un boxeur touche le sol avec n’importe quelle partie de son corps autre que ses pieds, il est alors à terre. Si le boxeur reste à terre pendant un compte de 10 secondes, l’adversaire remporte le match par mise hors combat.",,,,Boxeo,nocaut,"correct,see observation,masculine noun",KO,"correct,see observation,masculine noun","puesta fuera de combate;fuera de combate;knock out;nocáut","correct,feminine noun;correct,masculine noun;correct,see observation,masculine noun;avoid,see observation,masculine noun","DEF: Derrota por [un] golpe que deja fuera de combate.","CONT: Se considera que un boxeador cae cuando toca el suelo con cualquier parte de su cuerpo, excepto los pies, como consecuencia de un golpe. Si el boxeador permanece caído por 10 segundos, el oponente gana por knock out.","OBS: nocaut; knock out; KO: La Fundación del Español Urgente (Fundéu BBVA), con el asesoramiento de la Real Academia Española, recomienda la forma hispanizada """"nocaut"""" (plural """"nocauts""""). Asimismo indica que, de emplearse la sigla KO o usar la forma """"knock out"""", que se haga en cursiva o entre comillas.",Boxe,nocaute,"correct,masculine noun","KO,K.O.","correct,correct,see observation,see observation,masculine noun,masculine noun",knockout,"correct,see observation,masculine noun","DEF: Método de finalização de uma luta, ocorre quando um lutador fica impossibilitado por um período especificado de se levantar do chão após um golpe.","CONT: No boxe atual, contudo, o termo """"knockout"""" é usado apenas no boxe profissional e num sentido mais preciso: """"derrota por golpe que provocou inconsciência ou severo atordoamento durando dez segundos ou mais""""... os termos """"nocaute"""", """"knockout"""" e """"KO"""" estão banidos do boxe amador.","OBS: A palavra nocaute foi adaptada do inglês """"knockout"""" sendo também conhecida pela sigla K.O., e começou a ser usada no âmbito do boxe."
Boxing,"competition headguard",correct,,,,,,,,Boxe,"casque de compétition","masculine noun",,,,,,,,,Boxeo,"casco protector de competencia","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"regular hitting surface",correct,,,,,"OBS: Rules/refereeing.",,,Boxe,"surface de frappe autorisée","correct,feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"durable boxer",correct,,,,,,,,Boxe,encaisseur,"correct,masculine noun",,,,,,,,,Boxeo,encajador,"correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,preliminaries,"correct,noun,plural",,,undercard,"correct,noun","DEF: The fights that precede the semifinal and the main event (of a boxing night).","OBS: One of these bouts is called """"a preliminary"""".",,Boxe,"combats préliminaires","correct,masculine noun,plural",,,"matchs préliminaires;combats de boxe préliminaires;matchs de boxe préliminaires;matches préliminaires;matches de boxe préliminaires","correct,masculine noun,plural;correct,masculine noun,plural;correct,masculine noun,plural;correct,masculine noun,plural;correct,masculine noun,plural","DEF: Les combats de boxe en début de soirée de boxe et opposant des boxeurs de calibre moindre que celui des boxeurs inscrits pour la demi-finale ou la finale de la soirée.","OBS: match : Rencontre, compétition sportive entre deux adversaires ou deux équipes.","OBS: préliminaire : Se dit de ce qui précède le fait principal.",,,,,,,,,,,,,,,,,,,,,
Boxing,sparring,correct,,,,,,,,Boxe,entraînement,"masculine noun",,,,,,,,,Boxeo,entrenamiento,"correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"capable of punishment",,,,,,,,,Boxe,"dur à l'encaisse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,pounder,,,,,,,,,Boxe,frappeur,"masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,box,"correct,verb",,,,,,,,Boxe,boxer,correct,,,,,,,,,Boxeo,boxear,correct,,,,,"DEF: [Practicar el] deporte que consiste en la lucha de dos púgiles, con las manos enfundadas en guantes especiales y de conformidad con ciertas reglas.",,,,,,,,,,,,
Boxing,challenge,"correct,noun",,,,,"DEF: A call to a fight or contest.","CONT: We have accepted the challenge.",,Boxe,challenge,"correct,see observation,masculine noun",,,défi;chalenge,"correct,masculine noun;correct,see observation,masculine noun,Europe","DEF: Action de défier quelqu'un à un combat singulier, à un jeu, à une compétition; notification de cet acte.","DEF: Boxe : Action de lancer un défi au tenant du titre de champion.","CONT: Lancer un défi, jeter un défi. J'accepte le défi.",,,,,,,,,,,,,,,,,,,,,
Boxing,welterweight,"correct,noun",,,welter;welter-weight,"correct,noun;noun","DEF: A boxer, wrestler or judoka who competes in the welterweight category; the category itself.",,,Boxe,"poids mi-moyen","correct,masculine noun",,,"welter;poids welter","avoid,anglicism,masculine noun;avoid,masculine noun","DEF: Boxeur, lutteur ou judoka appartenant à la catégorie de poids intermédiaire entre léger et moyen (63.5 à 67 kg); la catégorie elle-même.",,,,Boxeo,"peso welter","correct,masculine noun",,,welter,"correct,masculine noun",,,,,,,,,,,,,
Boxing,flyweight,correct,,,,,"OBS: 48-51 kg.",,,Boxe,"poids mouche","correct,masculine noun",,,,,"OBS: 48-51 kg.",,,,Boxeo,"peso mosca","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"foot position",correct,,,,,,,,Boxe,"placement des appuis","correct,masculine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxing,weave,"correct,verb",,,,,"DEF: To work one's way toward or away from a boxing opponent while eluding his blows with swaying, turning, and slipping movements of the body.","CONT: A middleweight ... fast, shifty, hard-hitting, weaving in with short, savage punches - Gene Tunney.",,Boxe,esquiver,correct,,,,,"DEF: Éviter prestement un coup, un contact, par une feinte ou un effacement du corps.","OBS: «Weave», en ce sens, est un terme propre à la boxe. Il n'a pas d'équivalent français qui en porte toute l'image; «esquiver» le rend bien même s'il n'est pas exclusivement approprié à la boxe.",,,Boxeo,esquivar,correct,,,,,,,,,,,,,,,,,
Boxing,"Saskatchewan Amateur Boxing Association",correct,,,,,"OBS: Title confirmed by the organization.",,,Boxe,"Saskatchewan Amateur Boxing Association","correct,feminine noun",,,,,"OBS: Appellation confirmée par l'organisme.",,,,,,,,,,,,,,,,,,,,,,,
Boxing,"Perry ring",correct,,,,,,,,Boxe,"ring Perry","masculine noun",,,,,,,,,Boxeo,"cuadrilátero Perry","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"corner stool",correct,,,corner-stool,correct,,,,Boxe,tabouret,"correct,masculine noun",,,,,,,,,Boxeo,banquillo,"correct,masculine noun",,,taburete,"correct,masculine noun",,,,,,,,,,,,,
Boxing,"land a left","correct,verb phrase",,,,,,,,Boxe,"donner un gauche",,,,"appliquer une gauche",,,,,,Boxeo,"golpear con la izquierda",correct,,,,,,,,,,,,,,,,,
Boxing,"back step","correct,noun",,,,,,,,Boxe,"pas de retrait","masculine noun",,,,,,,,,Boxeo,"paso atrás","correct,masculine noun",,,,,,,,,,,,,,,,,
Boxing,"throw in the towel",correct,,,,,,,,Boxe,"jeter la serviette",correct,,,,,,,,,Boxeo,"tirar la toalla",correct,,,,,,,,,,,,,,,,,
Boxing,"ring canvas",correct,,,canvas,correct,,,,Boxe,"toile du ring","correct,feminine noun",,,"bâche de ring;tapis du ring","correct,feminine noun;masculine noun",,,,,Boxeo,"lona del ring","correct,feminine noun",,,lona,"correct,feminine noun",,,,,,,,,,,,,
Boxing,"corner pad",correct,,,,,,,,Boxe,"coussin de ring","correct,masculine noun",,,"rembourrage des coins;coussin protecteurs de coins","correct,masculine noun;masculine noun",,,,,Boxeo,"almohadilla protectora de los rincones","correct,feminine noun",,,protector,"correct,masculine noun",,,,,,,,,,,,,
